distance,perc,amenity
2.5654,84.13040432,supermarket
2.5673,84.14232134,supermarket
2.5675,84.14908505,supermarket
2.5687,84.15536563,supermarket
2.5692,84.15842541,supermarket
2.5693,84.16744369,supermarket
2.571,84.18193735,supermarket
2.5719,84.19127771,supermarket
2.5729,84.19788038,supermarket
2.573,84.2106026,supermarket
2.5733,84.21301821,supermarket
2.5736,84.22058712,supermarket
2.5746,84.2296054,supermarket
2.5748,84.23653015,supermarket
2.5751,84.24313282,supermarket
2.5762,84.2513459,supermarket
2.577,84.25408359,supermarket
2.5775,84.26567852,supermarket
2.5785,84.26873829,supermarket
2.5796,84.27807866,supermarket
2.5803,84.27952802,supermarket
2.5806,84.30932055,supermarket
2.5809,84.31093096,supermarket
2.581,84.31640634,supermarket
2.5814,84.32204277,supermarket
2.5815,84.32671295,supermarket
2.5815,84.33540915,supermarket
2.582,84.33911308,supermarket
2.582,84.33975725,supermarket
2.5823,84.35247946,supermarket
2.5829,84.35328467,supermarket
2.5838,84.3569886,supermarket
2.5842,84.37534724,supermarket
2.5843,84.39805398,supermarket
2.5851,84.39982543,supermarket
2.5852,84.42011656,supermarket
2.5863,84.42269321,supermarket
2.5863,84.4479766,supermarket
2.5863,84.46375859,supermarket
2.5863,84.47873538,supermarket
2.5864,84.48082891,supermarket
2.5875,84.48807574,supermarket
2.5876,84.49435633,supermarket
2.5915,84.49999275,supermarket
2.5922,84.50917207,supermarket
2.5932,84.51158768,supermarket
2.5933,84.51835139,supermarket
2.5938,84.5294632,supermarket
2.5938,84.53671003,supermarket
2.5941,84.54637248,supermarket
2.5948,84.54975433,supermarket
2.5949,84.5598999,supermarket
2.5949,84.57503772,supermarket
2.5953,84.59661718,supermarket
2.5958,84.60016007,supermarket
2.5987,84.61352645,supermarket
2.5995,84.62447722,supermarket
2.6003,84.6283422,supermarket
2.6022,84.64203066,supermarket
2.6027,84.647345,supermarket
2.6028,84.65056582,supermarket
2.6034,84.65765161,supermarket
2.6036,84.65845681,supermarket
2.6053,84.67053486,supermarket
2.6062,84.69855595,supermarket
2.6077,84.70274301,supermarket
2.6078,84.71353273,supermarket
2.6079,84.72577183,supermarket
2.609,84.74219798,supermarket
2.6095,84.74767336,supermarket
2.61,84.75846309,supermarket
2.6107,84.77360092,supermarket
2.6109,84.78358544,supermarket
2.611,84.78648418,supermarket
2.6113,84.79469725,supermarket
2.6138,84.81321693,supermarket
2.6141,84.8154715,supermarket
2.615,84.84172114,supermarket
2.6159,84.85138358,supermarket
2.6181,84.85476544,supermarket
2.6189,84.86249539,supermarket
2.619,84.87231887,supermarket
2.6202,84.88085403,supermarket
2.6203,84.89244896,supermarket
2.6204,84.90533222,supermarket
2.6213,84.91096864,supermarket
2.622,84.91161281,supermarket
2.6235,84.91177385,supermarket
2.6243,84.92014796,supermarket
2.6246,84.92175837,supermarket
2.6261,84.93882869,supermarket
2.6288,84.94591448,supermarket
2.6291,84.94945737,supermarket
2.6294,84.94961841,supermarket
2.6308,84.9879461,supermarket
2.6309,84.99503189,supermarket
2.631,85.00066832,supermarket
2.6314,85.00678787,supermarket
2.6327,85.01451782,supermarket
2.6337,85.01467886,supermarket
2.6344,85.0227309,supermarket
2.6351,85.02852836,supermarket
2.6353,85.05687153,supermarket
2.6354,85.0634742,supermarket
2.6361,85.0686275,supermarket
2.6364,85.06911062,supermarket
2.6364,85.07539121,supermarket
2.6371,85.08956279,supermarket
2.6379,85.09036799,supermarket
2.6379,85.09069008,supermarket
2.638,85.09890315,supermarket
2.6382,85.10566686,supermarket
2.6384,85.10872664,supermarket
2.6404,85.12370342,supermarket
2.643,85.12933985,supermarket
2.6431,85.15816613,supermarket
2.6432,85.16187007,supermarket
2.6433,85.1726598,supermarket
2.6436,85.18699242,supermarket
2.6442,85.19375613,supermarket
2.6442,85.19713798,supermarket
2.6447,85.21227581,supermarket
2.6463,85.21791224,supermarket
2.647,85.236754,supermarket
2.6477,85.24013585,supermarket
2.6478,85.25366327,supermarket
2.6486,85.27524273,supermarket
2.6492,85.28007395,supermarket
2.6495,85.29005847,supermarket
2.6496,85.35334747,supermarket
2.6508,85.355441,supermarket
2.6513,85.36317096,supermarket
2.6515,85.36365408,supermarket
2.6523,85.36445928,supermarket
2.6524,85.37492693,supermarket
2.6526,85.38249584,supermarket
2.6548,85.41164421,supermarket
2.655,85.42984181,supermarket
2.6562,85.43016389,supermarket
2.6586,85.44417443,supermarket
2.6592,85.45818497,supermarket
2.6596,85.46623701,supermarket
2.6622,85.48990999,supermarket
2.663,85.49892827,supermarket
2.6637,85.51648171,supermarket
2.664,85.51744796,supermarket
2.6649,85.52485583,supermarket
2.6661,85.53371307,supermarket
2.6667,85.54160406,supermarket
2.6672,85.55352107,supermarket
2.6674,85.55625877,supermarket
2.6678,85.56527705,supermarket
2.6691,85.5686589,supermarket
2.6698,85.57349012,supermarket
2.6699,85.58154216,supermarket
2.6708,85.59072148,supermarket
2.6709,85.59378125,supermarket
2.6709,85.60135017,supermarket
2.6713,85.60537618,supermarket
2.6714,85.60843596,supermarket
2.6714,85.61439446,supermarket
2.6734,85.64434803,supermarket
2.674,85.6908888,supermarket
2.6752,85.70055124,supermarket
2.6752,85.70763703,supermarket
2.6775,85.71713844,supermarket
2.6781,85.74081142,supermarket
2.6781,85.76432336,supermarket
2.6782,85.76561169,supermarket
2.6786,85.7688325,supermarket
2.6794,85.76915458,supermarket
2.6796,85.77285852,supermarket
2.6796,85.78654698,supermarket
2.68,85.79234445,supermarket
2.6825,85.79878608,supermarket
2.6832,85.81038101,supermarket
2.6837,85.82052657,supermarket
2.6856,85.8277734,supermarket
2.6862,85.83598648,supermarket
2.6864,85.84645413,supermarket
2.6867,85.84661517,supermarket
2.6891,85.86030363,supermarket
2.6893,85.86626213,supermarket
2.6913,85.87270376,supermarket
2.6924,85.87850123,supermarket
2.6926,85.88172204,supermarket
2.6931,85.88188308,supermarket
2.6931,85.88365453,supermarket
2.6932,85.89991964,supermarket
2.6932,85.92423679,supermarket
2.6933,85.94243439,supermarket
2.6939,85.96594633,supermarket
2.695,85.97480357,supermarket
2.6964,85.9760919,supermarket
2.6971,85.98188936,supermarket
2.6979,85.98752579,supermarket
2.6981,85.99734927,supermarket
2.6983,86.00878316,supermarket
2.6993,86.00942732,supermarket
2.6998,86.02971845,supermarket
2.7001,86.04324587,supermarket
2.7003,86.04807709,supermarket
2.7015,86.05548497,supermarket
2.7018,86.06482533,supermarket
2.7037,86.08833727,supermarket
2.7043,86.10589071,supermarket
2.7044,86.11893501,supermarket
2.7048,86.1414807,supermarket
2.7056,86.1493717,supermarket
2.707,86.16467057,supermarket
2.7078,86.17240052,supermarket
2.7084,86.17497717,supermarket
2.7099,86.1814188,supermarket
2.711,86.18641106,supermarket
2.7111,86.19333581,supermarket
2.7121,86.20927884,supermarket
2.7147,86.22071273,supermarket
2.715,86.23101934,supermarket
2.7151,86.23536744,supermarket
2.7154,86.23842721,supermarket
2.717,86.25163255,supermarket
2.7183,86.25759106,supermarket
2.7186,86.2621002,supermarket
2.7204,86.26983015,supermarket
2.723,86.28142508,supermarket
2.7231,86.28947712,supermarket
2.7237,86.29656291,supermarket
2.7246,86.30219933,supermarket
2.725,86.31073449,supermarket
2.7259,86.31991381,supermarket
2.7261,86.32603336,supermarket
2.7264,86.33102562,supermarket
2.7291,86.3313477,supermarket
2.7292,86.33585684,supermarket
2.7309,86.36017399,supermarket
2.7313,86.39930688,supermarket
2.7329,86.40494331,supermarket
2.7332,86.40864724,supermarket
2.7351,86.41122389,supermarket
2.7354,86.42459027,supermarket
2.7355,86.42684484,supermarket
2.7356,86.42813317,supermarket
2.7368,86.44214371,supermarket
2.7371,86.45035679,supermarket
2.7372,86.48626886,supermarket
2.7376,86.4891676,supermarket
2.7419,86.49415986,supermarket
2.7454,86.60479483,supermarket
2.7469,86.60721044,supermarket
2.7471,86.6122027,supermarket
2.7481,86.62428075,supermarket
2.7483,86.63297695,supermarket
2.7488,86.63829129,supermarket
2.7491,86.64119003,supermarket
2.7494,86.64618229,supermarket
2.7494,86.64891998,supermarket
2.7494,86.65278496,supermarket
2.7508,86.65407328,supermarket
2.7518,86.66035387,supermarket
2.7537,86.66405781,supermarket
2.7542,86.67484753,supermarket
2.7551,86.68209437,supermarket
2.7557,86.69111265,supermarket
2.7558,86.70496215,supermarket
2.756,86.70528423,supermarket
2.7563,86.71816749,supermarket
2.7582,86.72557536,supermarket
2.7586,86.73475468,supermarket
2.7586,86.73829757,supermarket
2.7592,86.74506128,supermarket
2.7651,86.76261472,supermarket
2.7678,86.76535241,supermarket
2.7711,86.77936296,supermarket
2.7718,86.78306689,supermarket
2.7719,86.79031372,supermarket
2.7724,86.79868784,supermarket
2.773,86.84925462,supermarket
2.7733,86.90932281,supermarket
2.7776,86.91995149,supermarket
2.7787,86.92446063,supermarket
2.7797,86.93702181,supermarket
2.7805,86.94008158,supermarket
2.7821,86.95135443,supermarket
2.7822,86.95151547,supermarket
2.7827,86.96246624,supermarket
2.7828,86.9701962,supermarket
2.785,86.98259633,supermarket
2.7856,86.99080941,supermarket
2.787,86.99950561,supermarket
2.7871,87.00884597,supermarket
2.7903,87.01303302,supermarket
2.7919,87.01995778,supermarket
2.7922,87.05506465,supermarket
2.7923,87.06424397,supermarket
2.7925,87.06698166,supermarket
2.794,87.07310121,supermarket
2.7954,87.09935084,supermarket
2.7956,87.09951189,supermarket
2.7967,87.12060822,supermarket
2.798,87.13059274,supermarket
2.7999,87.14524745,supermarket
2.8001,87.1486293,supermarket
2.8009,87.16296193,supermarket
2.8027,87.16698794,supermarket
2.8036,87.17568414,supermarket
2.8046,87.2170716,supermarket
2.8057,87.22303011,supermarket
2.8072,87.2475083,supermarket
2.8084,87.25556033,supermarket
2.8085,87.27730083,supermarket
2.8095,87.28664119,supermarket
2.8112,87.30161798,supermarket
2.8124,87.31530644,supermarket
2.8126,87.3167558,supermarket
2.8126,87.3202987,supermarket
2.815,87.32609616,supermarket
2.8153,87.33044426,supermarket
2.8153,87.33704693,supermarket
2.8165,87.38487602,supermarket
2.8176,87.39147869,supermarket
2.818,87.39276702,supermarket
2.8184,87.3930891,supermarket
2.8191,87.39936969,supermarket
2.8197,87.39985281,supermarket
2.8205,87.41241398,supermarket
2.821,87.41966082,supermarket
2.8211,87.42272059,supermarket
2.8217,87.45460665,supermarket
2.8245,87.45911579,supermarket
2.8248,87.46523534,supermarket
2.8249,87.46620158,supermarket
2.8251,87.47296529,supermarket
2.8258,87.49373954,supermarket
2.8262,87.49406162,supermarket
2.8284,87.50130846,supermarket
2.8286,87.51048778,supermarket
2.8291,87.56153768,supermarket
2.8306,87.58730419,supermarket
2.8311,87.59342374,supermarket
2.8314,87.60083161,supermarket
2.8332,87.60469659,supermarket
2.8352,87.60534075,supermarket
2.8377,87.61902921,supermarket
2.8382,87.6435074,supermarket
2.84,87.64898279,supermarket
2.8403,87.6660531,supermarket
2.8411,87.68602215,supermarket
2.8419,87.68763256,supermarket
2.843,87.70615224,supermarket
2.8449,87.71243283,supermarket
2.8451,87.72531608,supermarket
2.8456,87.72998626,supermarket
2.8462,87.73787726,supermarket
2.8471,87.74367472,supermarket
2.8472,87.75220988,supermarket
2.8511,87.75800735,supermarket
2.8523,87.7700854,supermarket
2.8528,87.79923377,supermarket
2.8536,87.79955585,supermarket
2.8536,87.80358187,supermarket
2.8541,87.80487019,supermarket
2.8551,87.83128087,supermarket
2.8566,87.83917186,supermarket
2.8572,87.8428758,supermarket
2.8573,87.86381109,supermarket
2.8584,87.86638774,supermarket
2.8586,87.8749229,supermarket
2.8588,87.8800762,supermarket
2.8592,87.88184765,supermarket
2.8596,87.89086593,supermarket
2.8603,87.90938561,supermarket
2.8616,87.9208195,supermarket
2.8619,87.92452344,supermarket
2.8621,87.92629489,supermarket
2.8626,87.93112611,supermarket
2.8641,87.95447701,supermarket
2.8642,87.99409303,supermarket
2.8667,88.00359443,supermarket
2.8668,88.00729836,supermarket
2.8671,88.0161556,supermarket
2.8672,88.02758949,supermarket
2.8684,88.02968302,supermarket
2.8684,88.03306488,supermarket
2.8705,88.03419216,supermarket
2.8734,88.03773506,supermarket
2.8735,88.0465923,supermarket
2.874,88.06060284,supermarket
2.8749,88.10134614,supermarket
2.8755,88.11535668,supermarket
2.8765,88.12083207,supermarket
2.8782,88.12856202,supermarket
2.8788,88.13307116,supermarket
2.8805,88.14531025,supermarket
2.8806,88.14981939,supermarket
2.8814,88.15304021,supermarket
2.8819,88.16125328,supermarket
2.8833,88.1644741,supermarket
2.8834,88.17059364,supermarket
2.8858,88.18975749,supermarket
2.8869,88.19378351,supermarket
2.8876,88.20183554,supermarket
2.8887,88.22260979,supermarket
2.8887,88.243223,supermarket
2.8892,88.25095296,supermarket
2.8896,88.26270893,supermarket
2.8897,88.26399726,supermarket
2.89,88.31182635,supermarket
2.8902,88.31681861,supermarket
2.8915,88.32954082,supermarket
2.8926,88.34274616,supermarket
2.8928,88.34806051,supermarket
2.8944,88.35450213,supermarket
2.8954,88.36046064,supermarket
2.8959,88.36963996,supermarket
2.8962,88.37221661,supermarket
2.8995,88.37978553,supermarket
2.9,88.38654924,supermarket
2.9003,88.39621168,supermarket
2.9005,88.40571308,supermarket
2.9012,88.41634177,supermarket
2.9024,88.41682489,supermarket
2.904,88.42777566,supermarket
2.904,88.43019127,supermarket
2.9044,88.44226932,supermarket
2.9054,88.44758366,supermarket
2.9069,88.46368774,supermarket
2.9079,88.47367226,supermarket
2.9094,88.47785932,supermarket
2.9103,88.49847253,supermarket
2.9104,88.5058804,supermarket
2.9134,88.51667013,supermarket
2.9137,88.51844158,supermarket
2.914,88.54356393,supermarket
2.9146,88.56594859,supermarket
2.915,88.57094085,supermarket
2.9168,88.5770604,supermarket
2.9169,88.59799569,supermarket
2.9169,88.60524252,supermarket
2.9181,88.61152311,supermarket
2.9187,88.64840143,supermarket
2.919,88.65130016,supermarket
2.919,88.65435994,supermarket
2.9203,88.66047948,supermarket
2.923,88.66402238,supermarket
2.9264,88.67980437,supermarket
2.9269,88.69413699,supermarket
2.9301,88.70186694,supermarket
2.9307,88.70653713,supermarket
2.9314,88.72795554,supermarket
2.9316,88.74277129,supermarket
2.933,88.74615314,supermarket
2.9341,88.7649949,supermarket
2.9375,88.79011725,supermarket
2.9377,88.82635141,supermarket
2.9388,88.88158838,supermarket
2.9398,88.88803001,supermarket
2.9419,88.89125082,supermarket
2.9427,88.90043014,supermarket
2.9438,88.91041466,supermarket
2.9438,88.91250819,supermarket
2.944,88.91717837,supermarket
2.9446,88.91862774,supermarket
2.9466,88.92120439,supermarket
2.9485,88.92362,supermarket
2.9496,88.93102787,supermarket
2.9515,88.9323162,supermarket
2.9524,88.94906443,supermarket
2.9528,88.97193221,supermarket
2.9529,88.97273742,supermarket
2.9535,88.97322054,supermarket
2.9538,88.99270647,supermarket
2.9544,88.9999533,supermarket
2.9555,89.05245257,supermarket
2.9556,89.05712275,supermarket
2.9581,89.05792795,supermarket
2.9585,89.0648527,supermarket
2.9595,89.06726831,supermarket
2.9603,89.0675904,supermarket
2.9609,89.07532035,supermarket
2.9629,89.08627112,supermarket
2.9642,89.10865578,supermarket
2.9649,89.13361709,supermarket
2.9649,89.1506874,supermarket
2.9663,89.15841736,supermarket
2.9673,89.16324858,supermarket
2.9675,89.1680798,supermarket
2.9687,89.17774224,supermarket
2.9698,89.19432943,supermarket
2.9709,89.19513464,supermarket
2.9711,89.19690609,supermarket
2.9733,89.19964378,supermarket
2.9738,89.20350875,supermarket
2.974,89.23008047,supermarket
2.9753,89.25681323,supermarket
2.977,89.26019508,supermarket
2.9774,89.26647567,supermarket
2.9779,89.27581603,supermarket
2.9814,89.2764602,supermarket
2.9816,89.28016413,supermarket
2.9844,89.30754105,supermarket
2.9845,89.3128554,supermarket
2.9863,89.3180087,supermarket
2.9878,89.32396721,supermarket
2.9898,89.34103752,supermarket
2.9899,89.3457077,supermarket
2.9904,89.37437295,supermarket
2.9934,89.38113666,supermarket
2.9945,89.38161978,supermarket
2.9983,89.38596788,supermarket
3,89.38612892,supermarket
3.0002,89.39273159,supermarket
3.0005,89.39772385,supermarket
3.0007,89.39901218,supermarket
3.0011,89.42381245,supermarket
3.0029,89.43943339,supermarket
3.0046,89.44812959,supermarket
3.005,89.45569851,supermarket
3.0055,89.46310638,supermarket
3.0067,89.4687428,supermarket
3.0092,89.48677936,supermarket
3.0101,89.48726249,supermarket
3.0149,89.51319004,supermarket
3.0157,89.52188624,supermarket
3.0164,89.55876456,supermarket
3.0174,89.56134121,supermarket
3.0187,89.56343474,supermarket
3.0203,89.568427,supermarket
3.022,89.57293614,supermarket
3.0222,89.58018297,supermarket
3.0236,89.58952334,supermarket
3.0239,89.59209999,supermarket
3.0263,89.59805849,supermarket
3.027,89.61625609,supermarket
3.0279,89.6186717,supermarket
3.0283,89.61899379,supermarket
3.0284,89.62495229,supermarket
3.0289,89.64314989,supermarket
3.0292,89.65490586,supermarket
3.0327,89.65828772,supermarket
3.0327,89.68341007,supermarket
3.0343,89.68952962,supermarket
3.0346,89.71046491,supermarket
3.0355,89.72318712,supermarket
3.0363,89.72689106,supermarket
3.0376,89.73590934,supermarket
3.039,89.74331721,supermarket
3.0409,89.75926024,supermarket
3.0434,89.7764916,supermarket
3.0448,89.78293323,supermarket
3.0459,89.79774897,supermarket
3.0463,89.80644517,supermarket
3.0465,89.81932843,supermarket
3.0474,89.82093884,supermarket
3.0477,89.82818567,supermarket
3.0478,89.83994164,supermarket
3.0506,89.86651336,supermarket
3.0512,89.8805239,supermarket
3.0532,89.88616032,supermarket
3.0532,89.89678901,supermarket
3.0534,89.91112163,supermarket
3.0537,89.91965679,supermarket
3.0545,89.92110616,supermarket
3.0546,89.93350629,supermarket
3.0578,89.93882063,supermarket
3.0579,89.9576624,supermarket
3.0607,89.97827561,supermarket
3.0644,89.98922638,supermarket
3.0669,90.00066027,supermarket
3.0688,90.0269099,supermarket
3.0714,90.03206321,supermarket
3.0722,90.03592818,supermarket
3.0729,90.04140357,supermarket
3.0754,90.05831284,supermarket
3.0767,90.06942465,supermarket
3.0786,90.08617288,supermarket
3.0788,90.0901989,supermarket
3.0802,90.09486908,supermarket
3.0817,90.10002238,supermarket
3.0842,90.10388736,supermarket
3.0856,90.11306668,supermarket
3.0875,90.12095768,supermarket
3.0875,90.14640211,supermarket
3.0902,90.15284374,supermarket
3.0916,90.15364894,supermarket
3.0921,90.16266722,supermarket
3.0934,90.16315034,supermarket
3.0941,90.18408564,supermarket
3.0945,90.19729097,supermarket
3.0974,90.20115595,supermarket
3.0987,90.20405468,supermarket
3.0989,90.20953007,supermarket
3.0994,90.21548857,supermarket
3.0995,90.22354061,supermarket
3.1012,90.22788871,supermarket
3.1022,90.2401278,supermarket
3.1023,90.24705255,supermarket
3.1024,90.25140065,supermarket
3.1025,90.27265803,supermarket
3.1046,90.30196743,supermarket
3.1053,90.30551033,supermarket
3.1053,90.3303106,supermarket
3.1062,90.33079372,supermarket
3.1074,90.34577051,supermarket
3.1077,90.3892515,supermarket
3.1098,90.39730353,supermarket
3.113,90.39810874,supermarket
3.1135,90.40036331,supermarket
3.1196,90.40793222,supermarket
3.1211,90.41534009,supermarket
3.1216,90.42145964,supermarket
3.1248,90.43450394,supermarket
3.1259,90.44513263,supermarket
3.1261,90.4576938,supermarket
3.1267,90.47444203,supermarket
3.1298,90.49682669,supermarket
3.1304,90.50101375,supermarket
3.1321,90.51840615,supermarket
3.133,90.52339841,supermarket
3.1333,90.53241669,supermarket
3.1362,90.54079081,supermarket
3.1367,90.55480135,supermarket
3.1377,90.56381963,supermarket
3.1385,90.57235479,supermarket
3.139,90.58008474,supermarket
3.1417,90.5842718,supermarket
3.1443,90.60085899,supermarket
3.1451,90.6111656,supermarket
3.147,90.61309809,supermarket
3.1515,90.61342017,supermarket
3.1516,90.62678655,supermarket
3.1543,90.64433998,supermarket
3.1546,90.65674012,supermarket
3.1558,90.66124926,supermarket
3.1579,90.67477668,supermarket
3.1579,90.676065,supermarket
3.1584,90.683956,supermarket
3.1595,90.69216907,supermarket
3.1601,90.70392505,supermarket
3.1622,90.71117188,supermarket
3.1634,90.72260577,supermarket
3.1674,90.73081884,supermarket
3.1674,90.73548902,supermarket
3.1676,90.75110997,supermarket
3.1676,90.75578015,supermarket
3.1691,90.76383219,supermarket
3.1721,90.79249744,supermarket
3.1748,90.80795734,supermarket
3.1758,90.81343273,supermarket
3.1768,90.82969784,supermarket
3.1775,90.83372386,supermarket
3.1788,90.84000444,supermarket
3.179,90.86045661,supermarket
3.1794,90.86947489,supermarket
3.1819,90.88799458,supermarket
3.182,90.88944394,supermarket
3.1832,90.89894534,supermarket
3.1858,90.89926743,supermarket
3.1862,90.90828571,supermarket
3.1872,90.91585462,supermarket
3.1876,90.93775616,supermarket
3.1882,90.94178217,supermarket
3.1912,90.95353814,supermarket
3.1917,90.97495656,supermarket
3.1923,90.97978778,supermarket
3.1923,90.99911267,supermarket
3.1943,91.01280113,supermarket
3.1943,91.01779339,supermarket
3.1958,91.02922728,supermarket
3.1976,91.0376014,supermarket
3.1977,91.05499379,supermarket
3.1983,91.06240166,supermarket
3.199,91.06836017,supermarket
3.1994,91.08800714,supermarket
3.2009,91.0921942,supermarket
3.2014,91.10539953,supermarket
3.2039,91.11409573,supermarket
3.2048,91.13551415,supermarket
3.2051,91.13583623,supermarket
3.2057,91.14259994,supermarket
3.2068,91.14904157,supermarket
3.2076,91.15226238,supermarket
3.2077,91.16111962,supermarket
3.2092,91.16176378,supermarket
3.2105,91.16514564,supermarket
3.2105,91.17174831,supermarket
3.2108,91.17899514,supermarket
3.2137,91.18221595,supermarket
3.2161,91.19203944,supermarket
3.2185,91.19397192,supermarket
3.2188,91.20250708,supermarket
3.2225,91.21619554,supermarket
3.2232,91.2211878,supermarket
3.2259,91.23922436,supermarket
3.2275,91.24469975,supermarket
3.228,91.24711536,supermarket
3.2297,91.25194658,supermarket
3.2301,91.25291282,supermarket
3.2378,91.25565052,supermarket
3.2406,91.26418567,supermarket
3.2423,91.26869481,supermarket
3.2432,91.27175459,supermarket
3.2432,91.27304291,supermarket
3.2437,91.27916246,supermarket
3.2445,91.28673137,supermarket
3.2475,91.28930802,supermarket
3.2506,91.29784318,supermarket
3.2533,91.30412377,supermarket
3.2545,91.30653938,supermarket
3.2549,91.32103304,supermarket
3.255,91.32908508,supermarket
3.2556,91.33987481,supermarket
3.2562,91.34406187,supermarket
3.2569,91.3513087,supermarket
3.2576,91.36032698,supermarket
3.258,91.36886213,supermarket
3.2584,91.37015046,supermarket
3.2586,91.38029603,supermarket
3.2603,91.38448308,supermarket
3.2622,91.38561037,supermarket
3.2623,91.38867014,supermarket
3.2637,91.39317928,supermarket
3.2641,91.40976647,supermarket
3.265,91.42554846,supermarket
3.266,91.43021864,supermarket
3.2695,91.43263426,supermarket
3.27,91.4387538,supermarket
3.2743,91.44471231,supermarket
3.2783,91.45195914,supermarket
3.2789,91.45711244,supermarket
3.2797,91.46323199,supermarket
3.2797,91.46387615,supermarket
3.2809,91.47160611,supermarket
3.2819,91.47466588,supermarket
3.288,91.53151325,supermarket
3.2885,91.54101465,supermarket
3.29,91.54133673,supermarket
3.2906,91.54504067,supermarket
3.296,91.54954981,supermarket
3.2965,91.55470311,supermarket
3.297,91.56565388,supermarket
3.2978,91.57290071,supermarket
3.2983,91.59431913,supermarket
3.3007,91.59770098,supermarket
3.3013,91.60639718,supermarket
3.3028,91.6112284,supermarket
3.3038,91.61251673,supermarket
3.3042,91.6250779,supermarket
3.306,91.71815943,supermarket
3.3067,91.73410246,supermarket
3.3074,91.77710033,supermarket
3.3094,91.77887178,supermarket
3.3112,91.78966151,supermarket
3.3116,91.79014463,supermarket
3.3118,91.80785911,supermarket
3.3132,91.82509046,supermarket
3.3141,91.83121001,supermarket
3.315,91.84216078,supermarket
3.3174,91.84940761,supermarket
3.3186,91.84972969,supermarket
3.3201,91.85327259,supermarket
3.3214,91.85874797,supermarket
3.3238,91.85955318,supermarket
3.3246,91.86068046,supermarket
3.3251,91.86180775,supermarket
3.3254,91.86680001,supermarket
3.3261,91.87227539,supermarket
3.3324,91.88354824,supermarket
3.333,91.89160028,supermarket
3.3348,91.90561082,supermarket
3.3351,91.91317973,supermarket
3.3353,91.93620855,supermarket
3.3358,91.965679,supermarket
3.3374,91.96873878,supermarket
3.3376,91.9743752,supermarket
3.3391,91.98339348,supermarket
3.3401,91.99498841,supermarket
3.3402,92.00094692,supermarket
3.3404,92.01093144,supermarket
3.3414,92.028968,supermarket
3.3428,92.03718108,supermarket
3.344,92.04974225,supermarket
3.3444,92.05682805,supermarket
3.3495,92.07164379,supermarket
3.355,92.08919723,supermarket
3.3558,92.10320777,supermarket
3.3564,92.10497922,supermarket
3.3607,92.12043913,supermarket
3.3623,92.17116695,supermarket
3.363,92.19419577,supermarket
3.3643,92.20079844,supermarket
3.3645,92.21609731,supermarket
3.3648,92.23171826,supermarket
3.3657,92.23977029,supermarket
3.3663,92.24927169,supermarket
3.3668,92.25023794,supermarket
3.3676,92.26489264,supermarket
3.369,92.27664861,supermarket
3.374,92.28985395,supermarket
3.3758,92.30241513,supermarket
3.3758,92.30724635,supermarket
3.3772,92.31014508,supermarket
3.3803,92.32946997,supermarket
3.3805,92.3367168,supermarket
3.3823,92.3549144,supermarket
3.3843,92.36586517,supermarket
3.3856,92.38309652,supermarket
3.3856,92.3869615,supermarket
3.3872,92.39662394,supermarket
3.3875,92.40193829,supermarket
3.39,92.41208385,supermarket
3.3905,92.42287358,supermarket
3.3909,92.43559579,supermarket
3.3921,92.4423595,supermarket
3.3936,92.4450972,supermarket
3.3936,92.45153882,supermarket
3.3976,92.45475964,supermarket
3.3998,92.46780394,supermarket
3.4011,92.47698326,supermarket
3.4024,92.50516538,supermarket
3.4033,92.51080181,supermarket
3.4047,92.5143447,supermarket
3.4051,92.52271882,supermarket
3.4063,92.54526452,supermarket
3.4065,92.55363863,supermarket
3.4085,92.56829334,supermarket
3.409,92.58552469,supermarket
3.4111,92.59180528,supermarket
3.4122,92.5966365,supermarket
3.4124,92.60340021,supermarket
3.4128,92.60807039,supermarket
3.4158,92.61241849,supermarket
3.4159,92.618377,supermarket
3.4162,92.64156686,supermarket
3.4187,92.64398247,supermarket
3.4189,92.64865265,supermarket
3.4195,92.76556821,supermarket
3.4218,92.76782278,supermarket
3.4227,92.76798382,supermarket
3.4232,92.77136567,supermarket
3.424,92.78553726,supermarket
3.4253,92.78843599,supermarket
3.4261,92.78859703,supermarket
3.4318,92.79149576,supermarket
3.4333,92.85075874,supermarket
3.4365,92.86476929,supermarket
3.4371,92.87153299,supermarket
3.4387,92.88457729,supermarket
3.4396,92.92371018,supermarket
3.4434,92.92644788,supermarket
3.4455,92.93063494,supermarket
3.4458,92.93288951,supermarket
3.4473,92.95962226,supermarket
3.4496,92.98732126,supermarket
3.4503,93.00519678,supermarket
3.4509,93.0266152,supermarket
3.454,93.0309633,supermarket
3.4543,93.03933741,supermarket
3.4545,93.04384655,supermarket
3.4547,93.05205963,supermarket
3.4568,93.06639225,supermarket
3.4574,93.08233528,supermarket
3.4576,93.08587818,supermarket
3.4588,93.08958212,supermarket
3.4591,93.0994056,supermarket
3.4622,93.14272555,supermarket
3.463,93.23773957,supermarket
3.4648,93.25271635,supermarket
3.4661,93.26624377,supermarket
3.4678,93.27751662,supermarket
3.4685,93.28862843,supermarket
3.4689,93.29764671,supermarket
3.4692,93.30135065,supermarket
3.4741,93.30875852,supermarket
3.4745,93.33484712,supermarket
3.4746,93.34128874,supermarket
3.475,93.34370436,supermarket
3.4756,93.35964739,supermarket
3.4758,93.36528381,supermarket
3.4767,93.36786046,supermarket
3.4768,93.37333585,supermarket
