geoid10,hospital,library,school,supermarket
245102201001023,1225.6,636.3,885.3,1298.9
245102201001024,1338.4,788.6,1165.8,1451.2
245102201001025,1216.4,627.2,876.2,1289.8
245102201001026,1429.7,840.5,1089.4,1503.1
245102201001027,1449.0,859.8,1108.8,1522.4
245102201001028,1263.5,674.2,923.2,1336.9
245102201002000,1055.4,1472.2,1485.1,1003.0
245102201002010,796.7,1314.2,1179.7,1074.0
245102201002018,747.8,1265.2,1130.7,1025.0
245102201002019,478.8,1291.0,1156.5,1436.3
245102201002024,741.9,1303.2,1168.7,1728.9
245102201002026,468.1,1029.4,894.9,1701.3
245102201002027,306.7,1119.0,984.5,1357.3
245102201002028,342.6,1154.9,1020.4,1322.6
245102201002029,404.7,1216.9,1082.4,1306.7
245102201002030,493.1,1305.3,1170.8,1366.7
245102201002031,372.5,1244.7,1110.2,1195.5
245102201002032,648.4,1165.9,1031.4,1116.7
245102201002033,413.5,930.9,796.4,1391.3
245102201002035,38.6,934.2,799.7,1355.1
245102201002036,133.8,946.1,811.6,1241.8
245102201002037,170.9,1037.7,903.2,1333.5
245102201002038,217.9,1030.2,895.7,1325.9
245102201002039,324.7,1136.9,1002.4,1193.8
245102201002040,198.0,1010.2,875.7,1306.0
245102201002041,93.4,905.6,771.1,1326.6
245102201002042,543.3,1104.5,970.0,1522.6
245102201003001,1892.2,1681.8,1248.0,814.1
245102201003008,804.9,1086.4,874.2,1755.4
245102201003017,1065.5,1210.8,998.6,1882.7
245102201004000,1755.6,1031.1,744.5,1319.9
245102201004002,801.2,931.9,719.7,1615.4
245102201004003,757.3,991.6,779.3,1709.5
245102201004004,225.6,910.4,775.9,1458.8
245102201004005,132.9,817.7,683.2,1366.1
245102201004006,382.7,943.9,809.4,1615.8
245102201004007,334.7,895.9,761.4,1567.9
245102201004008,446.1,1007.3,872.8,1679.3
245102201004009,384.8,946.0,775.7,1617.9
245102201004010,343.0,904.3,769.8,1576.2
245102201004011,868.3,871.6,659.4,1543.5
245102201004012,757.6,991.8,779.5,1709.8
245102201004013,413.4,650.0,515.5,1614.9
245102201004014,294.9,787.2,617.8,1528.1
245102201004016,400.6,961.9,759.9,1633.8
245102201004017,1272.3,994.3,707.7,1181.2
245102201004018,628.8,632.1,539.3,1423.4
245102201004019,452.3,569.3,434.8,1653.8
245102201004020,299.7,792.0,726.4,1532.9
245102201004021,293.4,785.7,616.3,1526.6
245102301001000,689.0,336.2,453.0,1452.9
245102301001001,704.1,385.4,482.9,1548.1
245102301001002,798.4,479.7,264.9,1630.1
245102301001003,870.1,540.6,240.6,1656.7
245102301001004,950.7,697.5,140.3,1813.6
245102301001013,1098.6,598.5,395.3,1714.6
245102301001014,945.9,445.8,335.4,1561.9
245102301001015,848.2,474.8,320.2,1590.9
245102301001016,805.4,377.7,401.1,1493.8
245102301001017,746.5,327.8,525.4,1444.6
245102301001018,845.0,344.9,546.8,1461.6
245102301001019,897.2,396.2,492.9,1402.0
245102301001020,934.4,434.4,457.3,1439.7
245102301001021,1093.4,593.3,414.3,1481.3
245102301001022,1117.1,616.1,510.9,1496.8
245102301001023,1055.9,554.9,578.2,1435.5
245102301001024,1018.6,517.6,614.3,1280.6
245102301001025,966.1,466.0,664.9,1346.9
245102301002000,396.6,693.7,531.1,1629.8
245102301002001,493.7,854.4,719.9,1726.9
245102301002002,536.7,897.4,762.9,1769.9
245102301002003,766.0,926.7,440.9,1999.2
245102301002009,1139.5,916.6,248.6,2067.0
245102301002010,705.5,866.1,261.9,1938.7
245102301002011,601.3,665.2,590.6,1815.6
245102301002012,555.6,593.2,518.6,1743.6
245102301002013,406.4,635.5,514.1,1639.5
245102301002014,493.1,653.8,525.6,1726.3
245102301002015,600.6,381.1,377.0,1543.8
245102301002016,643.0,424.6,522.1,1586.1
245102301002017,678.9,470.0,395.4,1620.3
245102301002018,628.7,662.1,379.6,1812.5
245102301002019,696.0,679.3,399.9,1829.6
245102301002020,762.8,732.9,319.6,1883.3
245102301002021,825.8,729.2,141.6,1879.6
245102301002022,823.2,538.3,272.6,1688.7
245102302001000,418.1,531.2,396.7,1651.2
245102302001001,440.7,541.4,406.9,1673.9
245102302001002,420.6,480.7,346.2,1639.6
245102302001003,580.7,435.9,301.4,1594.8
245102302001004,433.2,499.7,413.0,1662.3
245102302001005,594.5,511.5,424.8,1674.2
245102302001006,620.1,277.9,143.4,1436.8
245102302001007,653.3,570.3,483.6,1733.0
245102302001008,576.2,356.7,352.6,1519.4
245102302001009,798.1,224.8,322.3,1383.7
245102302001010,766.9,218.7,395.4,1332.3
245102302001011,705.9,306.7,404.2,1469.7
245102302001012,746.2,341.3,438.9,1429.2
245102302001013,808.1,256.9,436.7,1370.5
245102302001014,938.3,174.9,477.7,1288.5
245102302001015,980.9,328.2,614.6,1188.6
245102302001016,846.9,195.6,482.1,1298.2
245102302001017,777.1,201.8,504.5,1304.3
245102302001018,1006.0,354.7,641.2,1219.5
245102302001019,940.5,289.2,575.7,1391.8
245102302001020,971.9,319.1,605.5,1126.8
245102302001021,1223.3,344.8,647.5,1097.0
245102302002000,1142.4,325.2,593.5,953.2
245102302002001,1080.0,387.6,655.9,1015.6
245102302002002,1073.8,378.3,664.7,1136.5
245102302002003,1322.5,684.1,576.8,1312.1
245102302002004,1113.0,475.6,743.9,1103.6
245102302002005,1074.9,515.1,783.4,1143.1
245102302002006,1035.8,535.7,814.7,1180.7
245102302002007,1085.2,602.1,785.1,1230.1
245102302002008,1137.7,636.7,733.4,1281.2
245102302002009,1173.6,690.5,690.5,1318.5
245102302002010,1409.5,908.5,739.1,1553.0
245102302002011,1254.6,753.6,696.9,1398.2
245102302002012,1305.7,804.7,866.8,1346.8
245102302002013,1152.4,652.4,593.8,1297.3
245102302002014,1196.1,696.1,550.7,1341.1
245102302002015,1278.2,639.7,500.6,1267.7
245102302002016,1328.8,690.4,498.5,1318.4
245102302002017,1424.8,713.2,460.5,1341.3
245102303001018,1515.5,1015.5,594.7,1660.5
245102303001033,2153.1,1652.0,1239.6,2296.6
245102303001051,2091.8,1870.0,1497.0,2311.0
245102303002000,1646.3,756.5,347.6,1138.3
245102303002001,1383.8,745.2,414.6,1373.2
245102303002002,1310.9,810.8,436.2,1455.8
245102303002003,1267.4,767.3,478.8,1412.3
245102303002004,1420.2,919.1,749.7,1563.7
245102303002005,1371.3,870.3,700.9,1514.8
245102303002006,1411.9,910.9,621.2,1555.5
245102303002007,1596.9,1095.9,683.4,1740.4
245102303002008,1470.2,969.2,799.8,1613.7
245102303002009,1615.2,1114.1,944.7,1758.7
245102303002010,1466.5,801.3,392.3,1183.0
245102303002011,1859.0,852.6,462.1,1234.4
245102303002012,1440.7,940.7,533.9,1585.6
245102401001001,4347.0,3259.5,1482.2,2212.3
245102401001002,4069.5,2982.0,1204.7,1934.8
245102401001003,3291.6,2628.9,948.4,1581.7
245102401001012,3336.7,2628.0,947.5,1580.8
245102401001013,3312.8,2564.1,883.6,1516.9
245102401001014,2655.8,1568.3,785.2,521.1
245102401001015,2771.4,1683.9,660.0,636.7
245102401001018,3442.6,2355.1,674.6,1307.9
245102401001019,3487.8,2400.3,719.8,1353.1
245102401001020,3134.9,2047.4,606.4,1000.2
245102401001021,3173.2,2085.7,645.8,1038.5
245102401001022,3176.6,2089.1,649.1,1041.9
245102401001023,3017.6,1930.1,489.1,882.9
245102401001024,3018.0,1930.5,489.5,883.3
245102401001025,3206.9,2119.4,730.7,1072.2
245102401001026,3469.4,2381.9,701.4,1334.7
245102401001027,3303.0,2215.5,535.0,1168.3
245102401001028,3407.9,2320.4,639.9,1273.2
245102401001029,3453.5,2366.0,685.5,1318.8
245102401001030,2854.1,1766.6,810.9,719.4
245102401001032,3293.0,2205.5,525.0,1158.3
245102401001033,3105.4,2017.9,337.4,970.7
245102401001035,3664.8,2577.3,802.5,1530.1
245102401001036,3714.6,2627.1,849.9,1579.9
245102401001038,4443.9,3680.6,1532.3,2290.5
245102401001044,4953.3,4597.7,4846.6,5249.6
245102401002000,3606.6,2519.1,739.7,1471.9
245102401002002,3531.6,2444.1,667.8,1396.9
245102401002003,3662.2,2574.7,797.4,1527.5
245102401002004,3483.4,2395.9,619.1,1348.7
245102401002005,3424.9,2337.4,560.1,1290.2
245102401002006,3473.6,2386.1,705.6,1338.9
245102401002007,3356.9,2269.4,564.2,1222.2
245102401002008,3269.5,2182.0,404.7,1134.8
245102401002009,3393.8,2306.3,529.0,1259.1
245102401002010,3390.1,2302.6,525.3,1255.4
245102401002011,3415.6,2328.1,550.9,1280.9
245102401002014,3043.3,1955.8,227.7,908.6
245102401002016,3199.7,2112.2,38.3,1065.0
245102401002025,4188.8,3101.3,1324.0,2054.1
245102402001001,1355.9,1101.9,815.3,1288.7
245102402001003,1467.8,845.2,558.6,1032.1
245102402001004,896.1,899.5,585.9,1470.0
245102402001005,922.3,925.7,612.1,1496.2
245102402001006,1281.0,1027.0,740.4,1213.9
245102402001007,1047.8,633.9,347.3,1126.9
245102402001008,2136.1,1372.8,1145.6,553.1
245102402001010,1645.6,1047.2,760.6,1234.1
245102402001011,1988.2,1211.7,1009.7,501.2
245102402001012,1788.3,1189.9,903.3,1376.8
245102402001013,1761.5,749.6,876.5,564.3
245102402001014,1446.3,847.9,561.3,1034.8
245102402001015,1993.1,1163.1,961.0,452.5
245102402001016,1968.6,1348.4,1083.6,528.8
245102402001017,2184.7,1266.0,1153.8,446.4
245102402001018,2046.2,1114.6,912.5,404.0
245102402001019,1945.0,968.4,861.7,353.2
245102402001020,2085.0,1073.0,870.9,362.4
245102402001021,2296.1,1298.3,1071.1,478.6
245102402001023,2406.1,1586.8,871.5,539.6
245102402002000,1539.4,954.4,654.4,804.6
245102402002001,1828.0,857.8,816.9,923.0
245102402002002,1580.3,698.9,849.1,764.1
245102402002003,1926.7,639.7,778.4,602.4
245102402002004,1793.6,705.5,908.6,545.0
245102402002005,1873.4,883.2,771.0,474.3
245102402002006,1722.1,832.3,720.1,590.3
245102402002007,1727.8,838.0,725.9,596.0
245102402002008,1793.6,903.7,791.6,661.7
245102402002009,1357.8,476.4,626.7,815.1
245102402002010,1404.1,522.7,673.0,861.4
245102402002011,1904.5,851.4,739.2,427.1
245102402002012,1676.1,786.3,674.1,492.1
245102402002013,1576.8,687.0,574.8,518.8
245102402002014,1785.9,698.5,784.0,642.0
245102403001000,760.6,763.9,629.4,1667.3
245102403001001,593.2,596.5,462.0,1579.4
245102403001002,501.1,504.4,369.9,1551.1
245102403001003,797.7,801.0,666.5,1704.3
245102403001004,732.6,736.0,601.4,1639.3
245102403001005,800.6,803.9,669.4,1707.3
245102403001006,725.8,311.9,37.7,1388.3
245102403001007,829.4,443.0,156.4,1370.4
245102403001008,1084.5,670.6,384.0,1187.0
245102403001009,927.6,513.8,227.1,1141.9
245102403001010,965.9,552.0,265.4,1113.1
245102403001011,915.3,528.9,242.3,1456.3
245102403002000,1139.8,525.2,439.3,937.7
245102403002001,1100.9,489.1,400.4,968.7
245102403002002,1333.2,451.8,602.4,1009.8
245102403002003,1002.0,615.6,329.0,1275.2
245102403002004,1213.2,429.5,540.1,1395.5
245102403002005,942.0,9.1,358.7,1214.9
245102403003000,1527.2,637.4,526.2,752.3
245102403003001,1437.9,548.1,441.5,809.3
245102403003002,1252.5,371.1,521.6,1000.6
245102403003003,1148.4,267.0,541.7,1020.7
245102403003004,1141.8,260.4,425.1,1226.4
245102403003005,1084.4,203.0,505.8,1169.0
245102403003006,1211.9,330.5,642.7,1045.2
245102403003007,1313.3,437.6,574.5,977.0
245102403003008,1234.3,358.7,541.2,898.0
245102403003009,1318.4,428.6,539.8,840.7
245102403003010,1229.8,340.0,506.1,865.8
245102403003011,1487.4,597.6,486.4,712.6
245102404001000,1617.8,728.0,530.9,479.2
245102404001001,1634.6,744.8,445.6,640.4
245102404001002,1495.5,605.7,373.9,720.6
245102404001003,1457.3,567.5,337.3,756.3
245102404001004,1538.2,648.4,305.2,663.3
245102404001005,1385.8,496.0,528.0,828.9
245102404001006,1385.7,495.9,527.9,828.8
245102404001007,1316.5,426.7,419.4,898.6
245102404001008,1425.4,535.6,490.9,848.9
245102404001009,1444.6,554.8,324.4,936.6
245102404001010,1570.6,680.8,273.8,1062.6
245102404001011,1594.7,704.9,121.4,1086.7
245102404001012,1751.3,861.4,256.0,1243.2
245102404001013,1804.3,914.5,309.0,1296.2
245102404001014,1669.5,779.7,493.3,507.9
245102404001015,1504.2,614.4,264.8,996.1
245102404001016,1609.6,719.8,215.5,1101.5
245102404001017,1971.4,835.9,252.3,1217.6
245102404001019,1586.4,696.6,287.6,1078.3
245102404002001,2465.8,1378.3,1151.1,558.7
245102404002004,2054.5,990.4,359.7,1372.1
245102404002025,2818.8,2597.0,2224.1,2233.3
245102404003000,2205.4,1104.6,992.4,394.1
245102404003001,1830.5,940.7,760.8,252.2
245102404003002,1714.2,824.4,712.2,381.3
245102404003003,1658.0,768.2,656.0,437.6
245102404003004,1711.8,822.0,573.1,376.7
245102404003005,1877.3,987.5,631.1,300.7
245102404003006,1952.0,1062.2,647.7,202.9
245102404003007,2219.9,1063.9,713.6,137.6
245102404003008,2070.7,1180.8,829.4,135.6
245102404003009,2069.8,1180.0,763.1,201.3
245102404003010,1942.3,1052.4,696.1,266.7
245102404003011,1826.2,936.4,580.0,269.5
245102404003012,2124.4,1234.6,878.2,317.7
245102404003013,2184.9,1295.1,944.3,316.3
245102404003014,2058.7,1168.9,812.5,383.8
245102501011000,3013.9,1960.0,161.6,2027.1
245102501011001,3260.2,2206.3,465.4,2273.4
245102501011002,3694.3,2640.5,899.5,2536.2
245102501011003,3317.4,2263.5,522.6,2330.6
245102501011004,3257.1,2251.6,453.2,2031.5
245102501011005,3634.5,2580.6,839.7,2647.7
245102501011006,3562.5,2827.9,1087.0,2336.9
245102501011007,3791.1,2737.3,996.3,2565.4
245102501011008,3354.2,2547.2,748.8,2128.6
245102501011009,3224.6,2862.4,1064.0,1999.0
245102501011010,3244.8,2738.1,939.8,2019.2
245102501012000,3374.8,2320.9,580.0,2388.0
245102501012001,3505.3,2451.4,680.5,2301.6
245102501012002,3545.8,2491.9,751.0,2491.7
245102501012003,4141.8,3088.0,1052.9,2674.0
245102501012004,3718.1,2664.2,923.3,2731.3
245102501012005,3476.8,2422.9,682.0,2490.0
245102501012006,4101.1,3047.2,1306.3,3026.3
245102501012007,3773.9,2720.0,979.1,2787.1
245102501012013,3646.4,2592.5,851.6,2659.6
245102501012015,4417.0,3363.1,854.6,1878.5
245102501012016,4405.0,3351.1,842.6,1740.4
245102501012018,3336.0,2590.0,791.6,2110.5
245102501012019,3359.6,2810.0,1011.6,2134.0
245102501012020,3358.1,2797.3,998.9,2132.5
245102501012021,3292.3,2829.7,1031.4,2066.7
245102501012022,3252.2,2673.9,875.5,2026.6
245102501012023,3177.7,2815.5,1017.1,1952.2
245102501012024,3184.7,2822.5,1024.1,1959.1
245102501012025,3169.3,2807.1,1008.7,1943.7
245102501012026,3126.0,2763.8,965.4,1900.5
245102501012027,3183.0,3029.1,1230.7,1957.4
245102501012028,3232.3,2997.5,1199.1,2006.7
245102501012029,3181.1,2964.4,1166.0,1955.5
245102501012030,3156.5,3008.0,1209.6,1930.9
245102501012031,3098.3,3136.8,1338.4,1872.7
245102501012032,2875.8,2772.3,973.9,1650.2
245102501012035,2886.9,2780.7,982.3,1661.3
245102501012036,3103.8,3384.3,1585.9,1878.2
245102501012037,2804.7,2944.3,1145.9,1579.1
245102501012038,2810.8,3091.3,1292.9,1585.2
245102501012039,2951.9,3232.4,1434.0,1726.3
245102501012040,2993.2,3273.7,1475.3,1767.6
245102501012042,2955.1,3235.6,1437.2,1729.5
245102501021003,2845.8,1791.9,641.2,2353.7
245102501021005,2709.7,1655.8,505.1,2217.7
245102501021006,2786.0,1732.1,581.4,2294.0
245102501021007,3046.2,2499.1,1141.7,1882.8
245102501021008,2931.7,2598.3,1413.8,1706.1
245102501021009,2753.8,2206.7,1353.2,2123.6
245102501021010,2680.4,2908.2,1249.0,1454.9
245102501022000,2827.1,2279.9,1010.9,2424.5
245102501022001,3336.5,2737.7,939.3,2111.0
245102501022002,3239.5,2617.8,819.4,2115.8
245102501022003,3257.5,2366.6,568.3,2031.9
245102501022004,3343.6,2289.7,491.4,2223.9
245102501022005,3087.5,2568.0,769.6,1861.9
245102501022006,2991.4,2685.7,887.3,1765.8
245102501022007,2966.2,2759.7,961.4,1740.6
245102501022008,3020.3,2781.8,1081.0,1794.7
245102501022009,3004.0,2746.5,1045.7,1778.4
245102501022010,3113.4,2621.6,1008.6,1887.8
245102501022011,3145.5,2598.4,958.1,2016.6
245102501022012,2984.5,2437.4,1193.4,1982.5
245102501022013,3160.0,2538.3,739.9,2264.9
245102501022014,3174.4,2552.6,754.2,2279.3
245102501022015,3266.6,2750.6,952.3,2041.0
245102501022016,2969.2,2629.2,1188.0,1743.6
245102501022017,3065.3,2664.3,1051.2,1839.7
245102501022018,3031.3,2718.6,1190.5,1805.8
245102501022019,2869.4,2803.6,1351.6,1643.9
245102501022020,2808.7,2841.1,1290.8,1583.1
245102501022021,2724.3,2892.1,1093.7,1498.7
245102501022022,3061.5,2514.3,1028.0,1919.0
245102501031000,362.8,3536.8,1075.0,2343.2
245102501031001,724.6,4137.7,1647.7,2692.4
245102501031002,595.1,4008.1,1518.2,2562.9
245102501031003,1114.3,4756.9,805.1,2224.0
245102501031004,1269.9,4717.0,162.8,2331.3
245102501031006,925.4,4567.9,616.2,2035.1
245102501031011,898.1,4540.7,588.9,2007.8
245102501031012,1205.4,4618.5,251.4,2468.2
245102501031013,108.1,3750.7,967.3,2024.5
245102501031014,445.2,3858.2,1368.2,2412.9
245102501031015,436.3,3849.3,1359.4,2404.1
245102501031017,605.5,4018.6,1528.6,2343.4
245102501031018,551.9,3964.9,1474.9,2519.6
245102501031022,1150.8,4793.4,43.7,2260.5
245102501031023,1209.7,4852.3,199.7,2237.5
245102501031024,1268.6,4715.6,161.4,2330.0
245102501031025,1305.7,4752.8,198.6,2292.7
245102501031026,1230.8,4873.3,221.7,2218.0
245102501031027,1129.3,4771.9,217.9,2115.6
245102501031028,1112.6,4755.1,194.6,2170.6
245102501031029,1049.2,4691.7,139.3,2158.9
245102501031030,1017.1,4659.6,138.7,2126.8
245102501031031,973.2,4615.7,117.5,2082.9
245102501032001,1049.4,4692.0,406.6,2159.1
245102501032003,1277.4,4920.0,359.9,1979.2
245102501032004,1177.4,4820.0,263.6,2070.0
245102501032008,877.0,4519.6,959.4,1529.5
245102501032010,1482.0,5124.6,676.5,1721.3
245102501032011,1617.4,5260.0,630.2,1856.8
245102501032012,1723.1,5030.1,663.0,2162.5
245102501032013,1406.9,4819.9,452.8,2458.0
245102501032014,1354.0,4750.2,245.3,2246.5
245102501032015,1461.8,5104.4,656.3,1811.5
245102501032016,1520.7,5163.3,510.0,1870.9
245102501032017,1574.3,5216.9,563.7,1929.1
245102501032019,1382.5,5025.0,366.8,2085.1
245102501032020,1281.1,4923.6,266.4,2173.6
245102501032021,1430.2,4875.7,321.5,2149.7
245102501032022,1533.0,4878.6,420.3,2166.4
245102501032023,1625.2,5267.8,537.8,1985.3
245102501032024,1529.8,4975.3,421.1,2050.1
245102501032030,1325.6,4968.1,312.6,2032.4
245102501032050,1675.1,5317.7,587.7,2035.3
245102501032051,1816.2,5458.7,775.5,2055.5
245102501033000,751.5,4164.5,946.2,2052.6
245102501033002,1040.9,4453.9,736.7,2235.5
245102501033003,884.8,4297.8,852.2,2079.4
245102501033004,932.0,4345.0,869.6,2126.6
245102501033005,994.4,4407.4,846.9,2188.9
245102501033006,1020.6,4433.6,677.1,2215.1
245102501033007,1168.4,4581.4,671.9,2363.0
245102501033008,1350.3,4763.4,636.2,2544.9
245102501033009,1202.8,4615.8,928.2,2478.4
245102501033014,2019.7,5662.3,967.5,2259.0
245102501033015,2093.5,5736.0,1041.2,2332.8
245102501033016,1747.7,5160.7,793.6,2269.8
245102501033017,1451.5,4864.6,497.5,2415.1
245102501033018,1181.7,4594.7,600.1,2376.3
245102501033019,1466.0,4879.0,511.9,2517.1
245102501033020,1473.4,4886.4,519.4,2393.2
245102501033021,1687.8,5100.8,733.7,2178.9
245102501033022,1853.0,5495.6,800.8,2092.3
245102501034022,1233.0,4462.5,1217.0,1763.6
245102501034024,828.3,4241.4,1067.8,2174.2
245102501034025,755.4,4168.4,1092.8,2199.2
245102501034026,1487.2,4410.4,1471.2,1711.6
245102501034036,2756.0,3249.0,1450.7,1274.6
245102501034037,1656.0,3852.7,1640.1,1153.9
245102501034042,2329.3,3179.5,1381.1,1103.7
245102501034043,2552.1,3183.5,1385.1,1072.5
245102501034044,2593.2,3142.4,1344.0,1113.6
245102501034045,2723.6,3216.6,1418.3,1251.9
245102501034046,1794.2,3876.1,1778.3,1177.3
245102501034047,1800.7,3882.6,1784.7,1183.7
245102501034048,1536.2,3972.6,1520.2,1273.8
245102501034049,1552.8,4193.8,1536.8,1495.0
245102501034050,1535.4,4176.5,1519.5,1477.6
245102501034051,1805.4,4040.6,1789.5,1341.8
245102501034052,1745.3,3980.5,1729.3,1281.7
245102501034053,1815.4,4050.6,1799.4,1351.8
245102501034054,1672.6,4187.3,1656.7,1488.5
245102501034055,1726.6,4241.3,1710.7,1542.5
245102501034056,1720.8,4166.4,1704.8,1467.6
245102501034057,1782.3,4094.1,1766.3,1395.3
245102501034058,1782.6,4190.1,1766.6,1491.3
245102502031002,0.0,1310.1,1421.4,4072.7
245102502031014,836.4,968.5,1108.9,4164.7
245102502031015,679.8,811.9,952.2,4008.1
245102502031016,708.5,840.6,981.0,4036.8
245102502031017,946.3,352.7,493.1,3703.9
245102502031019,987.0,389.5,529.9,3744.6
245102502031020,1105.8,336.8,477.2,3863.4
245102502031021,1212.6,286.6,408.0,3970.2
245102502031023,733.2,522.1,662.4,4048.7
245102502031024,776.4,529.5,669.9,3873.0
245102502031025,637.1,721.4,861.8,4180.9
245102502031030,727.7,634.9,774.5,4271.5
245102502031031,709.5,841.6,982.0,4037.8
245102502032000,1211.7,285.7,322.2,3969.3
245102502032001,1298.2,86.9,293.0,4055.8
245102502032002,1484.3,607.8,126.1,4576.7
245102502032003,1442.4,537.7,251.1,4506.6
245102502032004,1347.2,201.7,331.6,4104.8
245102502032005,1286.3,360.4,500.7,4044.0
245102502032009,1377.5,783.0,301.2,4220.0
245102502032010,1343.7,528.2,349.1,4211.8
245102502032011,1286.3,931.0,449.3,4830.1
245102502041002,1618.8,944.2,624.2,5162.6
245102502041003,1307.8,1116.9,635.2,4851.6
245102502041005,1308.3,1117.4,635.7,4852.1
245102502041006,1525.5,988.7,668.7,5069.3
245102502041007,1541.0,1000.4,680.4,5084.8
245102502041008,1295.8,1104.8,623.1,4839.5
245102502041009,1663.2,1472.3,990.5,5207.0
245102502041011,1632.9,1168.7,834.3,5176.7
245102502042000,2299.5,1088.2,741.8,5057.1
245102502042001,2202.5,991.3,644.8,4960.2
245102502042002,2344.9,1133.6,787.2,5102.5
245102502042003,2267.6,1056.3,709.8,5025.2
245102502042004,2198.0,986.7,640.3,4955.6
245102502042005,2147.0,1058.8,808.5,5027.7
245102502042006,2169.6,958.3,611.9,4927.2
245102502042007,2179.6,968.4,621.9,4937.2
245102502042008,1782.5,571.2,378.3,4540.1
245102502042009,1717.4,506.2,412.6,4475.1
245102502042010,1919.3,986.6,820.1,4955.4
245102502042011,2078.2,1145.5,979.0,5114.3
245102502042012,1724.3,513.0,346.5,4481.9
245102502042013,1899.9,688.6,522.2,4657.5
245102502042014,1989.2,777.9,608.2,4746.8
245102502042015,2094.7,883.4,536.9,4852.3
245102502042016,1706.6,495.4,328.9,4464.2
245102502051000,3889.6,3667.8,1037.7,2881.4
245102502051001,3703.9,3482.1,1109.7,3028.4
245102502051015,4325.5,3217.6,1725.1,3337.6
245102502051022,1694.9,1504.0,1022.3,5238.7
245102502051030,3966.8,2858.8,1707.7,3320.1
245102502051033,4321.7,3213.8,1220.7,2833.2
245102502052000,3979.5,3757.6,521.1,2353.5
245102502052001,4025.6,3803.8,545.6,2458.3
245102502052002,4084.1,3862.2,573.0,2605.3
245102502052003,3912.5,4035.1,216.0,2248.3
245102502052004,3874.2,4097.8,177.7,2209.9
245102502052005,4032.1,3810.2,255.9,2519.8
245102502052006,3993.9,3772.0,485.1,2480.8
245102502052007,4031.2,3877.2,454.3,2367.0
245102502052008,3865.2,4021.8,256.9,2201.0
245102502052009,3832.2,4026.7,305.3,2168.0
245102502052010,3698.5,4131.1,168.7,2034.3
245102502052011,3612.8,4071.4,248.8,1948.6
245102502052013,3570.7,4029.3,290.2,1906.5
245102502052014,3704.7,4080.2,428.0,2040.5
245102502052015,3745.9,3955.4,382.3,2081.7
245102502052016,3801.2,3926.8,355.8,2136.9
245102502052017,3713.6,4089.1,186.7,2049.3
245102502052018,3673.0,4048.5,227.7,2008.8
245102502052020,3838.0,3744.0,561.3,2173.7
245102502053000,3736.7,3514.8,715.4,2559.1
245102502053002,3830.3,3608.5,742.7,2586.4
245102502053003,3891.7,3669.8,804.1,2647.8
245102502053004,3931.8,3710.0,704.2,2593.3
245102502053005,4006.5,3784.7,522.9,2366.6
245102502053006,3922.7,3700.9,603.2,2446.9
245102502053007,3958.1,3736.3,643.1,2486.8
245102502053008,3996.3,3774.5,677.2,2520.9
245102502053009,4044.9,3823.1,728.7,2675.2
245102502053010,4049.8,3828.0,603.5,2680.0
245102502053011,4160.3,3938.5,534.5,2611.0
245102502053012,4138.5,3916.7,557.9,2539.9
245102502053013,4034.1,3812.3,609.7,2556.3
245102502053014,4070.9,3849.1,604.6,2448.3
245102502053015,4016.6,4044.5,395.5,2352.3
245102502053016,4029.7,3807.8,480.8,2513.1
245102502053017,4191.2,3969.3,476.6,2553.0
245102502054000,3810.7,3588.9,881.3,2725.0
245102502054001,4226.2,4011.1,718.3,2562.0
245102502054002,3300.5,4708.7,837.7,1636.3
245102502054003,3299.6,4590.2,719.3,1635.4
245102502054004,3442.6,4513.9,643.0,1778.4
245102502054005,4288.5,4073.4,780.6,2624.3
245102502054006,3432.8,4323.1,452.2,1768.6
245102502054008,3970.8,3748.9,669.3,2513.0
245102502054009,3865.2,3643.4,777.6,2621.3
245102502054010,2849.7,4852.9,981.9,1185.4
245102502054011,2930.4,4830.8,959.8,1266.2
245102502054012,3076.5,4808.4,937.5,1412.3
245102502054013,3303.5,4793.1,922.2,1639.2
245102502054014,3097.5,4747.1,876.1,1433.3
245102502054015,3147.4,4703.4,832.4,1483.2
245102502055000,3571.4,4149.7,278.7,1907.1
245102502055001,3391.8,4533.0,662.0,1727.6
245102502055002,3174.5,4826.5,955.5,1510.2
245102502055003,3039.7,4682.4,811.4,1375.5
245102502055004,2913.8,4776.0,1155.0,1249.6
245102502055007,2800.6,4876.6,1005.6,1136.4
245102502055008,3112.0,4848.3,977.4,1447.7
245102502055010,3306.8,4630.0,922.6,1642.6
245102502055011,3462.5,4191.7,398.9,1798.3
245102502055021,3152.7,4547.0,925.9,1488.5
245102502055023,3125.8,4565.7,944.6,1461.6
245102502055024,3657.7,4161.9,540.8,1993.5
245102502061000,1932.1,4289.8,1898.5,2184.8
245102502061009,2096.7,4454.4,2063.1,2349.4
245102502061011,1234.8,4190.0,1798.7,2085.0
245102502061012,1274.6,4186.7,1795.4,2081.7
245102502061013,811.1,3693.8,1302.5,1588.8
245102502061014,655.4,3985.5,1523.7,1959.2
245102502061015,595.5,3925.6,1463.8,2079.7
245102502061016,790.3,4432.9,872.7,1929.9
245102502061020,653.7,3983.7,1521.9,1957.4
245102502061021,946.6,4161.1,1769.8,2056.1
245102502061022,947.3,4161.9,1770.6,2056.9
245102502061023,1188.5,4313.0,2011.7,2298.0
245102502061024,1028.3,4242.8,1851.5,2137.8
