geoid10,hospital,library,school,supermarket
245100907002009,2410.7,1127.5,899.4,1635.5
245100907002010,2221.7,1318.1,710.4,1446.5
245100907002011,2376.2,1241.1,801.0,1601.0
245100907002012,2306.5,1325.1,733.0,1531.3
245100907003000,2544.6,1354.5,610.6,1560.7
245100907003001,2538.7,1199.1,604.7,1559.2
245100907003002,2341.2,1278.1,687.0,1566.0
245100907003003,2495.7,1268.6,561.8,1516.2
245100907003004,2268.9,1138.0,335.0,1289.4
245100907003005,2570.8,1231.2,636.8,1591.2
245100907003006,2659.9,1320.3,726.0,1680.4
245100907003007,2489.0,1129.0,836.4,1713.8
245100907004000,2124.9,1671.9,476.5,1349.7
245100907004002,2328.9,1444.2,394.9,1349.4
245100907004003,2102.8,1305.2,168.8,1123.3
245100907004005,2180.6,1227.5,246.7,1201.1
245100907004006,2429.6,1350.6,495.6,1450.0
245100908001000,2505.5,733.3,641.8,1526.0
245100908001004,1753.9,1417.5,797.5,738.2
245100908001005,2541.5,1364.8,502.1,1520.8
245100908001010,2041.3,1704.9,662.8,1020.6
245100908001012,2004.4,1668.0,735.1,983.8
245100908001014,1998.6,1662.2,747.6,977.9
245100908001015,2557.7,1606.0,555.0,1537.0
245100908001016,2869.4,1243.3,729.8,1777.5
245100908001017,2505.5,991.8,478.4,1526.0
245100908001018,2519.0,1005.3,491.9,1539.5
245100908001019,2340.3,1364.1,313.1,1360.8
245100908001021,2581.4,698.6,717.7,1601.8
245100908001022,2668.2,851.3,804.5,1688.6
245100908001023,2779.1,928.8,780.4,1828.1
245100908002000,2586.4,1154.4,583.7,1565.7
245100908002001,2563.8,1335.6,561.1,1543.1
245100908002002,2428.0,1476.2,425.3,1407.3
245100908002003,2641.9,1262.7,639.2,1621.2
245100908002004,2733.7,1153.1,639.7,1687.3
245100908002005,2662.1,1225.9,730.0,1712.0
245100908002006,2662.9,1055.0,791.1,1782.8
245100908002007,2709.1,1037.1,837.3,1829.0
245100908002009,2707.5,1242.9,835.7,1965.2
245100908002010,2639.1,1313.8,711.1,1693.1
245100908003000,1783.7,1447.3,713.4,763.0
245100908003001,2211.7,1875.3,557.7,1191.0
245100908003002,2073.3,1736.9,583.8,1052.7
245100908003003,2336.6,2000.2,474.4,1199.6
245100908003004,2726.3,1774.6,441.6,1603.1
245100908003005,2107.8,1771.4,503.1,1087.1
245100908003006,2029.2,1692.8,696.0,1008.5
245100908003008,2176.2,1839.8,445.2,1039.3
245100908004000,2580.7,1628.9,455.9,1560.0
245100908004001,2645.4,1693.7,368.8,1624.7
245100908004002,2727.8,1776.1,339.7,1707.1
245100908004003,2772.0,1535.0,342.2,1691.6
245100908004004,3089.4,1993.9,374.2,1720.6
245100908004007,2872.9,1923.8,192.6,1543.7
245100908004008,2808.9,1952.4,158.3,1509.3
245100908004009,2847.9,1896.2,335.3,1653.4
245100908004010,2807.0,1950.5,71.7,1507.4
245100908004011,2806.5,1865.7,155.9,1506.9
245100908004012,2948.0,1855.6,232.8,1582.3
245100908004013,2767.6,1647.8,379.3,1505.4
245100908004014,2741.1,1621.3,462.4,1612.8
245100908004015,2700.7,1537.4,765.7,1690.4
245100908004016,2559.2,1288.4,691.0,1796.9
245100908004017,2538.6,1936.4,109.8,1239.0
245100908004018,2624.7,1853.4,253.3,1325.1
245100908004019,2709.4,1767.8,284.5,1409.8
245100908005000,2751.9,1800.2,348.7,1510.2
245100908005001,2467.2,2130.8,247.3,1324.0
245100908005002,2326.9,1990.5,293.9,1111.4
245100908005003,2248.3,1911.9,499.8,1029.6
245100908005004,2319.5,1983.1,404.4,934.2
245100908005005,2463.0,1989.3,230.8,1018.7
245100908005006,2542.6,2029.0,204.7,1243.1
245100908005007,2387.7,2137.0,310.4,951.6
245100909001000,2572.0,1408.7,703.8,1649.5
245100909001001,2658.8,1495.5,638.0,1562.7
245100909001003,2559.8,1714.0,844.5,1875.1
245100909001004,2503.3,1616.5,745.6,1791.2
245100909001005,2529.7,1683.8,814.3,1844.9
245100909001019,1856.0,2050.9,435.9,1439.1
245100909001020,1890.9,1945.5,470.8,1474.0
245100909001021,2071.8,1880.7,650.4,1654.9
245100909001022,2546.5,1894.2,705.0,1629.7
245100909001023,2483.5,1842.2,768.3,1766.7
245100909001025,1627.4,1940.3,468.8,1210.4
245100909001026,1791.9,1986.8,371.8,1375.0
245100909002000,2041.4,1707.0,283.8,2258.3
245100909002001,2070.4,1704.4,312.8,2286.3
245100909002003,2016.2,1798.4,258.6,2146.7
245100909002004,1952.1,1784.8,194.5,2211.5
245100909002005,1952.4,1785.0,194.7,2211.7
245100909002006,1892.2,1724.9,134.6,2153.3
245100909002007,1941.5,1598.1,423.6,2029.3
245100909002009,2012.3,1585.1,465.1,2016.3
245100909002010,1908.2,1481.0,635.6,1873.4
245100909002012,1778.7,1611.4,379.3,1909.2
245100909002013,1711.9,1544.6,531.4,1973.1
245100909003000,2176.2,1921.1,418.6,1990.7
245100909003001,2235.2,1916.6,521.2,1940.5
245100909003002,2287.1,1982.1,587.9,1873.1
245100909003003,2143.7,1768.3,612.3,1726.7
245100909003004,2221.2,2024.1,521.6,1952.0
245100909003005,2138.5,1923.5,421.1,1855.0
245100909003006,2132.4,1877.3,374.8,1901.3
245100909003007,2003.8,1620.2,548.5,1720.3
245100909003009,2071.1,1643.9,658.4,1661.6
245100909003010,2019.1,1704.4,599.0,1602.2
245100909004001,2476.0,1312.7,607.8,1745.4
245100909004002,2423.9,1413.1,666.3,1791.6
245100909004003,2470.4,1583.7,712.8,1851.7
245100909004004,2384.6,1497.9,627.0,1881.0
245100909004005,2414.4,1527.7,656.8,2079.0
245100909004006,2333.0,1572.2,575.4,2123.5
245100909004007,2305.7,1382.6,548.1,1934.0
245100909004008,2277.0,1572.0,519.4,2142.3
245100909004010,2375.8,1692.1,618.2,1926.7
245100909004011,2496.2,1609.5,738.6,1949.4
245100909004012,2313.5,1762.5,555.9,1922.5
245100909004013,2350.7,1918.2,635.4,1943.6
245100909004014,2405.9,1895.8,703.6,1755.3
245101001001000,1926.6,1591.9,395.3,1487.5
245101001001001,1930.3,1724.2,110.0,1513.3
245101001001002,1784.8,1979.7,364.6,1367.9
245101001001003,1817.4,1773.5,159.3,1400.5
245101001001004,1634.6,1947.5,476.0,1217.7
245101001001005,1627.8,1918.5,408.7,1188.7
245101001001006,1489.1,1779.8,288.2,1049.9
245101001001007,1696.0,1869.1,254.9,1256.9
245101001001010,1542.5,1646.5,564.3,1103.4
245101001001011,1447.1,1620.4,468.8,1007.9
245101001001012,1620.9,1526.9,221.5,1181.7
245101001001013,1558.7,1732.5,355.4,1119.6
245101001002000,1637.9,1928.6,387.2,1198.7
245101001002001,1379.7,1692.6,509.4,962.7
245101001002004,1453.5,1766.4,583.3,1036.6
245101001002005,1775.2,2066.0,556.1,1336.1
245101001002006,1709.1,1999.8,490.0,1269.9
245101001002007,1654.4,1945.2,435.3,1215.3
245101001002008,1396.8,1687.5,391.8,957.7
245101001002009,1546.6,1642.7,737.4,1107.5
245101001002010,1279.5,1570.2,668.9,840.4
245101001003000,1597.7,1430.3,417.1,2331.0
245101001003001,1598.0,1430.6,417.5,2331.3
245101001003002,1662.9,1495.6,482.4,1830.7
245101001003003,1701.9,1534.5,521.3,1869.7
245101001003004,1660.0,1492.7,479.5,1712.0
245101001003006,1449.1,1106.4,591.8,1683.9
245101001004000,1747.6,1320.4,567.1,1751.6
245101001004002,1909.4,1525.8,533.8,1625.9
245101001004003,1973.3,1638.6,442.0,1534.1
245101001004004,1864.4,1529.7,333.1,1425.2
245101001004005,1727.9,1302.4,436.6,1528.7
245101001004006,1695.1,1269.6,468.8,1560.9
245101001004007,1694.7,1269.2,468.3,1560.4
245101001004008,1671.7,1244.8,746.2,1838.3
245101001004009,1561.7,1134.7,636.2,1728.3
245101001004010,1598.0,1171.0,444.8,1536.9
245101001004013,1697.2,1374.8,321.6,1413.7
245101001004014,1494.1,1281.4,442.0,1534.1
245101001004015,1641.6,1428.9,539.1,1475.2
245101002001000,1212.5,1045.2,681.6,1981.4
245101002001001,1065.0,897.6,829.8,1833.8
245101002001002,1184.0,817.6,930.7,1788.9
245101002001003,1086.6,702.0,1052.5,1842.4
245101002001005,1165.9,900.4,1066.3,1871.7
245101002002000,1443.4,1110.6,801.6,1909.9
245101002002001,1407.2,981.7,792.7,1811.6
245101002002003,1520.1,1248.0,564.4,1525.5
245101002002004,1435.4,1309.4,500.7,1592.8
245101002002005,1656.6,1457.1,462.4,1486.7
245101002002006,1629.2,1429.7,504.0,1434.2
245101002002007,1359.1,1238.6,577.0,1530.9
245101002002008,1443.8,1020.5,667.0,1615.6
245101002002009,1442.5,1021.8,668.3,1614.3
245101002002010,1311.6,1191.2,624.5,1483.4
245101002002012,1514.8,1315.3,551.9,1344.9
245101002002013,1265.3,1144.9,670.8,1437.1
245101002002014,1345.8,1118.5,738.7,1517.6
245101002002015,1311.8,886.3,905.5,1665.5
245101002002016,1324.5,1204.1,849.4,1496.3
245101002002017,1247.7,1127.3,772.6,1419.5
245101002002018,1489.1,1289.6,1021.0,1319.2
245101002003000,1744.1,1534.9,387.0,1347.2
245101002003001,1572.3,1566.4,489.6,1253.8
245101002003002,1659.3,1459.8,573.4,1337.6
245101002003004,1590.6,1391.2,476.1,1420.7
245101002003005,1484.4,1284.9,582.3,1314.5
245101002003006,1582.1,1382.6,622.5,1386.6
245101002003007,1500.5,1301.0,704.1,1330.6
245101003001000,1314.8,1394.6,750.1,1201.6
245101003001001,1386.3,1409.4,745.3,1216.4
245101003001007,1054.8,1077.9,1166.3,884.9
245101101001000,1291.0,1598.7,432.6,868.8
245101101001002,1118.3,1431.2,944.4,701.4
245101101001003,1298.7,1606.4,440.3,876.5
245101101001004,1215.0,1527.9,589.7,798.0
245101101001005,1394.7,1702.4,322.0,972.6
245101101001007,1211.4,1513.1,635.7,772.3
245101101001008,1175.6,1488.5,550.4,758.7
245101101001009,1126.1,1439.0,735.6,594.5
245101101001010,981.7,1272.4,785.5,542.6
245101101001011,1099.9,1412.8,926.0,683.0
245101101001012,864.3,1155.0,893.0,425.2
245101101001013,916.0,1206.8,731.8,476.9
245101101001014,1294.8,1607.8,669.6,875.9
245101101001015,1023.5,1314.2,624.6,584.4
245101101001018,1074.5,1365.2,882.6,635.4
245101101001019,1202.8,1249.8,1385.2,813.9
245101101001020,996.8,1019.9,1062.3,593.2
245101101001021,928.1,1218.8,854.4,488.9
245101101001022,977.9,1268.6,804.6,538.7
245101101002000,1046.0,1762.5,2293.2,1298.4
245101101002001,1003.9,1027.1,1171.7,600.4
245101101002004,968.1,991.2,1135.8,564.6
245101101002005,1129.8,1361.9,956.5,690.6
245101101002006,894.5,917.6,1006.9,490.9
245101101002007,843.6,866.7,1209.2,440.1
245101101002008,710.1,733.2,1247.3,540.2
245101101002009,759.7,782.8,1141.8,472.4
245101101002018,645.2,668.3,1379.3,712.8
245101101002019,591.4,614.5,1333.8,610.3
245101101002025,448.7,1139.7,1910.2,675.6
245101102001011,409.5,1394.6,870.4,871.2
245101102001019,1131.6,1541.8,598.2,811.9
245101102001025,1031.6,1387.4,634.8,757.5
245101102001026,1003.1,1359.0,852.4,729.0
245101102001027,1034.4,1313.1,826.2,583.2
245101102001028,936.8,1292.7,786.2,662.8
245101102001029,873.5,1229.4,840.1,599.5
245101102001030,730.7,1087.3,1066.1,457.4
245101102001031,598.5,1144.1,1007.2,514.1
245101102001032,546.8,928.0,1007.7,298.1
245101102001033,591.0,947.7,1051.9,317.7
245101102001036,795.7,1152.4,962.0,356.6
245101102001037,1004.3,1027.4,1069.8,600.8
245101102001038,740.3,1096.9,1039.7,301.1
245101102001039,676.4,873.5,1103.4,91.4
245101102001041,632.1,988.8,1093.0,273.0
245101102001042,469.3,925.9,930.2,296.0
245101102001043,580.8,962.0,1041.7,332.1
245101102001045,959.8,942.0,1203.1,159.9
245101102001046,949.0,931.2,1192.2,149.1
245101102001047,912.6,935.7,1278.1,509.0
245101102001048,624.4,606.6,1094.4,394.9
245101102002000,709.2,691.4,1179.2,472.1
245101102002001,754.8,737.0,1224.8,282.9
245101102002002,710.9,693.1,1180.9,306.8
245101102002003,545.4,527.6,1015.5,610.3
245101102002004,623.1,605.3,1093.1,386.0
245101102002005,685.3,667.5,1155.4,448.2
245101102002006,676.4,699.5,1169.2,448.6
245101102002007,629.4,611.6,1099.4,392.3
245101102002008,535.5,517.7,1005.5,600.3
245101102002009,480.4,462.6,950.4,545.2
245101102002010,557.4,539.6,1027.4,442.6
245101102002013,800.7,541.6,1232.9,509.3
245101102002014,571.2,594.3,1768.4,798.1
245101102002016,764.4,300.0,1492.8,605.6
245101102002017,628.2,219.3,1328.5,525.0
245101102002020,833.6,159.3,1352.2,465.0
245101102002021,846.3,172.1,1281.3,477.8
245101102002022,664.8,285.3,1394.5,591.0
245101102002023,449.9,473.0,1647.1,676.8
245101102003000,501.0,999.2,961.9,369.3
245101102003001,544.6,899.0,1005.5,269.1
245101102003003,598.5,965.7,1059.4,335.8
245101102003004,573.1,1071.4,1034.0,441.4
245101102003005,765.5,1009.6,1113.1,528.0
245101102003006,800.0,921.5,1260.9,439.9
245101102003007,761.4,798.4,1222.3,316.8
245101102003008,683.9,666.1,1153.9,186.3
245101102003009,593.7,960.8,1054.5,330.9
245101102003010,273.6,962.9,743.6,730.6
245101102003011,377.1,991.1,847.1,509.6
245101102003012,399.5,945.8,869.5,464.3
245101102003013,458.8,446.8,928.9,523.7
245101102003014,467.7,695.2,937.7,370.6
245101102003015,601.6,305.2,1033.8,610.8
245101102003016,524.4,504.2,959.3,589.2
245101102003017,396.5,633.7,866.5,718.7
245101102003019,625.8,341.1,1060.8,646.8
245101102003020,746.5,282.0,1213.9,587.6
245101102003021,726.2,441.5,1161.2,747.1
245101201001000,1705.7,1191.7,817.5,1371.5
245101201001001,1702.0,1633.1,913.6,1670.5
245101201001002,1730.2,1800.1,790.3,1698.7
245101201001003,1493.9,1563.8,1124.6,1462.5
245101201001004,1570.6,1640.5,1122.2,1539.2
245101201001005,1571.2,1641.1,1140.5,1539.7
245101201001006,1379.9,1449.8,1649.2,1348.4
245101201001007,1331.8,1401.7,1601.1,1300.4
245101201001008,1378.9,1448.8,1648.1,1347.4
245101201001009,1228.1,1298.0,1459.5,1196.6
245101201001010,1584.4,1654.3,949.2,1553.0
245101201001011,1423.5,1493.4,1114.5,1392.0
245101201001012,1437.3,1507.2,1689.3,1405.8
245101201001013,1330.9,1400.8,1600.2,1299.5
245101201001014,1370.8,1440.7,1640.1,1339.3
245101201001015,1099.5,1169.4,1518.9,1068.0
245101201001016,1103.1,1173.0,1595.5,1071.6
245101201001017,1274.0,1267.2,1304.1,1242.5
245101201001018,1352.3,838.3,944.0,1018.1
245101201001019,1047.4,1117.3,1539.8,1015.9
245101201001020,1160.3,1230.2,1652.7,1128.8
245101201001021,949.6,1019.5,1442.0,918.1
245101201001024,954.2,1024.1,1446.6,922.7
245101201001025,958.5,1028.4,1450.9,927.1
245101201001026,1025.3,1095.2,1517.7,993.8
245101201001027,967.6,534.7,853.4,927.5
245101201001028,2066.5,1552.5,1589.4,1732.3
245101201002000,1940.4,2010.3,1732.1,1908.9
245101201002002,1967.5,1965.3,1547.3,1345.7
245101201002003,1508.3,1578.2,1497.2,1295.6
245101201002004,1708.0,1768.8,1350.8,1149.2
245101201002005,1744.9,1742.7,1324.7,1123.2
245101201002006,1967.8,1965.6,1547.6,1346.0
245101201002007,2007.6,2005.4,1587.4,1385.8
245101201002008,1483.0,1480.8,1062.8,861.2
245101201003000,1629.8,1699.7,1421.5,1598.3
245101201003001,1463.9,1533.8,1515.5,1314.0
245101201003002,1416.5,1486.4,1521.6,1376.5
245101201004000,1146.2,1216.1,1638.6,1114.8
245101201004003,1516.3,1577.1,1159.1,957.5
245101202011000,727.2,282.4,560.4,539.3
245101202011001,651.7,634.3,1056.8,849.3
245101202011002,685.9,668.5,1091.0,883.4
245101202011003,758.6,741.3,1163.8,997.2
245101202011004,690.3,672.9,1095.4,938.6
245101202011005,607.8,590.4,1012.9,805.4
245101202011006,512.2,494.8,917.3,709.8
245101202011007,486.4,378.3,800.8,644.0
245101202011008,489.9,472.5,895.0,687.5
245101202011009,572.7,555.3,977.8,821.0
245101202011010,644.4,127.3,640.8,449.1
245101202011011,650.2,201.0,747.2,590.3
245101202011012,626.9,249.1,833.5,704.4
245101202011013,437.1,202.5,625.0,468.1
245101202011014,454.7,337.4,741.4,589.2
245101202011016,407.2,183.3,605.8,449.0
245101202011019,516.7,2.0,618.0,391.1
245101202011020,615.4,195.6,667.6,281.2
245101202012000,639.7,219.8,606.8,265.7
245101202012002,557.8,221.4,497.7,473.2
245101202012003,489.2,446.0,599.2,399.0
245101202012004,470.9,456.6,481.0,410.0
245101202012005,591.1,333.3,368.0,526.4
245101202012006,628.5,292.1,327.9,544.0
245101202012010,794.1,457.7,281.5,560.9
245101202012011,717.5,470.0,230.2,523.1
245101202012012,601.2,590.4,344.3,421.4
245101202012013,741.6,709.1,332.7,561.8
245101202012016,901.5,565.2,54.8,481.6
245101202021002,524.7,838.8,1242.8,493.2
245101202022000,580.7,758.3,1180.8,549.2
245101202022002,285.2,402.2,806.2,482.8
245101202022004,397.2,711.3,1115.3,365.7
245101202023001,780.9,850.8,1273.3,749.4
245101202023002,570.9,885.0,1289.0,539.4
245101202023003,362.5,676.6,1080.7,331.0
245101202024000,240.8,440.4,716.2,281.9
245101202024001,232.7,546.9,819.9,174.5
245101202024002,277.7,591.9,995.9,346.9
245101202024003,401.6,711.0,864.3,38.7
245101202024004,356.4,665.8,688.5,200.5
245101202024005,368.7,558.0,582.8,278.5
245101202024006,500.1,686.3,448.1,320.3
245101202024007,442.2,756.4,657.0,262.5
245101202024008,490.7,796.0,705.4,211.6
245101202024009,491.4,796.7,706.1,212.3
245101202024010,1114.4,1390.4,529.3,720.4
245101202024011,986.6,1292.0,579.4,624.0
245101202024012,582.7,880.1,503.7,402.9
245101202024013,640.7,820.3,443.9,460.9
245101202025000,409.9,719.3,867.1,122.1
245101202025001,484.5,794.0,947.2,196.7
245101202025002,601.0,906.3,815.7,238.3
245101202025003,526.5,831.8,741.2,490.9
245101202025004,940.3,1245.6,671.0,577.7
245101202025005,870.8,1176.1,1085.6,508.2
245101202025006,1011.4,1316.8,597.7,648.8
245101202025007,1114.0,1390.1,528.9,720.1
245101203001000,1087.6,751.2,131.2,229.2
245101203001001,901.0,771.2,151.2,455.8
245101203001002,783.3,1090.2,470.3,603.5
245101203001003,723.8,1021.2,621.4,544.0
245101203001004,921.4,1197.4,573.5,741.6
245101203001005,971.7,1247.7,386.6,702.4
245101203001006,1151.5,815.1,195.2,298.1
245101203001007,962.1,837.4,217.4,527.9
245101203002000,1225.3,888.9,268.9,375.4
245101203002001,1103.2,910.9,291.0,606.3
245101203002002,1071.4,1086.9,343.1,706.6
245101203002003,866.9,1142.9,522.9,687.1
245101203002004,917.4,1193.4,192.3,610.5
245101203002005,1112.8,1388.8,243.5,559.3
245101203002006,1283.9,947.5,327.5,436.0
245101203002007,1176.6,979.2,359.2,598.9
245101203003000,1393.6,1057.2,437.3,544.5
245101203003001,1176.0,1050.0,404.2,669.7
245101203003002,1071.3,1227.2,201.0,717.7
245101203003003,1011.0,1287.0,239.2,657.3
245101203003004,1058.7,1334.7,49.6,607.5
245101203003005,1591.9,1850.9,577.4,415.5
245101203003006,1451.5,1115.1,495.1,734.8
245101203003007,1449.8,1113.4,493.4,602.1
245101203004000,1543.9,1207.5,587.5,687.0
245101203004001,1672.8,1336.4,532.4,582.0
245101203004002,1269.0,1545.0,254.5,432.0
245101203004003,1392.8,1531.1,378.3,288.8
245101203004004,1315.4,1507.7,300.9,350.4
245101203004005,1216.0,1492.0,201.5,442.4
245101203004006,1213.5,1489.5,199.0,313.5
245101203004007,1454.2,1713.2,439.7,277.9
245101203004008,1337.9,1596.9,323.4,237.4
245101203004009,1442.4,1701.4,427.9,135.9
245101203004010,1337.6,1596.6,323.1,192.7
245101203004011,1420.0,1679.0,405.5,360.1
245101203004012,1366.8,1625.8,352.3,262.8
245101203004013,1488.0,1414.1,473.5,523.1
245101203004014,1387.1,1292.6,461.3,510.9
245101203004015,1603.6,1267.2,616.8,666.3
245101203004016,1799.1,2095.3,784.6,302.4
245101203004017,1777.4,1441.0,707.2,756.7
245101203004018,1637.5,1401.3,623.0,672.6
245101203004019,1467.1,1361.6,452.6,502.2
245101203004020,1650.9,1447.5,636.5,592.4
245101204001000,1965.9,1729.6,589.0,906.5
245101204001001,2019.6,1783.4,530.3,921.9
245101204001002,1886.5,1787.3,402.2,790.5
245101204001003,1907.1,1811.7,377.4,765.6
245101204001004,2075.0,1838.8,473.6,866.1
245101204001005,2155.7,1919.5,397.1,785.4
245101204001006,1950.7,1900.9,353.2,741.5
245101204001008,1871.0,2130.0,524.8,448.5
245101204001009,1934.4,2247.3,474.7,398.4
245101204001010,2017.1,2330.8,558.2,481.9
245101204001012,2058.9,2079.0,235.9,624.2
245101204001014,2186.5,1950.2,362.2,750.5
245101204001016,2105.4,2006.6,340.6,728.9
245101204001017,2166.0,2066.2,478.7,866.4
245101204002000,2035.8,1699.4,735.0,1015.2
245101204002001,1633.6,1530.9,619.1,575.0
245101204002002,1560.4,1770.4,545.9,501.8
245101204002003,1515.1,1698.9,500.6,456.6
245101204002004,1646.0,1903.8,631.5,370.0
245101204002006,1813.6,2072.6,703.0,556.8
245101204002007,1646.3,1904.2,631.8,603.1
245101204002009,1794.2,1815.5,486.9,735.5
245101204002010,1774.9,1674.1,515.3,716.2
245101204002011,1851.4,1615.2,708.4,792.0
245101204002012,1920.8,2179.8,584.8,508.6
245101204002013,1758.6,2017.6,508.6,505.5
245101204002016,1770.0,1719.7,510.4,711.3
245101204002017,2122.5,1786.1,667.9,1101.8
245101205001000,2024.0,2202.5,410.1,865.2
245101205001001,1760.7,2073.6,342.4,730.7
245101205001002,1735.7,2048.6,389.8,737.6
245101205001003,1634.4,2231.6,459.0,373.4
245101205001004,1984.5,2297.4,524.8,439.2
245101205001011,1679.1,1992.0,503.9,602.2
245101205001012,1689.4,2002.3,343.1,691.3
245101205001013,1807.1,2120.0,320.6,809.0
245101205001014,1809.2,2122.1,231.8,813.4
245101205001015,1728.4,2041.3,389.0,730.3
245101205001016,1548.3,1861.2,373.1,786.2
245101205001017,1620.2,1933.2,445.0,599.4
245101205001018,1529.3,2118.4,616.7,531.1
245101205001019,1471.5,1828.1,570.4,706.4
245101205001022,1420.6,1777.3,727.1,863.1
245101205001025,1463.4,1820.0,578.5,714.6
245101205002000,2089.8,2213.0,480.4,1013.2
245101205002001,2406.6,2225.3,514.6,1045.6
245101205002002,2155.8,2319.8,546.4,1140.2
245101205002003,1928.4,2195.0,319.0,930.3
245101205002004,2023.3,2145.1,414.0,945.4
245101205002005,1942.2,2229.3,371.5,1029.5
245101205002006,2149.1,2297.0,530.0,1096.7
245101205002007,2049.3,2362.2,430.2,1283.1
245101205002008,1836.5,2149.4,265.8,1136.7
245101205002009,1742.5,2055.4,171.8,1220.4
245101205002010,1975.4,2255.5,367.4,977.4
245101205002011,1925.1,2238.0,315.7,927.0
245101205002012,1653.9,1966.8,40.0,1004.8
245101205002015,1734.6,2047.5,163.9,1050.4
245101205002016,1816.4,2129.3,245.7,935.8
245101205002017,1766.4,2079.3,195.7,1005.4
245101205002018,1995.0,2308.0,283.2,1331.8
245101205002019,1780.8,2093.7,210.1,1192.8
245101205002020,1698.3,2011.2,238.6,1277.9
245101205002022,1716.7,2029.6,379.7,1296.3
245101205002024,1681.5,1994.4,110.8,1159.4
245101205002027,1267.0,1579.9,636.3,850.1
245101205002032,1467.4,1780.3,597.1,1050.5
245101206001000,1041.4,1317.4,456.3,772.1
245101206001002,1025.5,1330.9,585.7,662.9
245101206001003,1227.7,1503.7,642.0,799.4
245101206001004,1306.1,1582.1,721.0,877.8
245101206001005,1306.9,1582.9,721.8,878.6
245101206001006,1282.1,1558.1,556.8,714.3
245101206001007,1181.7,1457.8,461.2,739.9
245101206001008,1111.3,1387.3,526.2,745.8
245101206001009,1109.4,1385.4,524.3,744.0
245101206001010,1182.1,1458.1,312.8,628.5
245101206002000,1660.3,1919.4,645.9,484.0
245101206002001,1252.0,1528.0,379.1,694.9
245101206002002,1310.6,1590.1,441.3,610.9
245101206002003,1307.3,1586.9,438.0,614.1
245101206002004,1435.4,1714.9,566.1,723.6
245101206002005,1486.3,1762.3,615.6,630.6
245101206002006,1640.6,1916.6,794.6,476.4
245101206002007,1583.5,1859.5,735.6,417.3
245101206002008,1467.0,1743.0,788.4,626.5
245101206002009,1505.2,1764.2,490.8,200.9
245101206002010,1473.8,1732.8,459.3,56.4
245101206002011,1584.9,1843.9,570.5,252.2
245101206002012,2091.1,2350.1,1076.7,562.7
245101206002016,2010.4,2269.7,995.9,478.3
245101206002017,1951.8,2212.6,937.3,419.7
245101206002018,1894.8,2155.6,880.4,362.7
245101206002019,1772.1,2031.1,757.6,476.0
245101206002020,1512.6,1796.1,498.1,16.0
245101206002022,1715.2,1974.2,700.7,181.3
245101206003000,1700.6,1958.5,686.1,675.0
245101206003001,1821.3,2242.7,806.9,449.9
245101206003002,1891.3,2152.1,876.8,359.2
245101206003003,1891.6,2152.4,877.1,359.5
245101206003004,1799.4,2272.6,997.3,369.0
245101206003006,1635.4,2269.5,964.5,157.9
245101206003007,1686.9,2207.3,899.8,140.2
245101206003008,1746.6,2149.7,843.4,254.2
245101206003009,1806.0,2209.0,781.2,258.6
245101206003010,1912.3,2257.1,674.7,364.9
245101206003011,1955.6,2227.4,632.5,408.2
245101206003012,1822.7,2248.9,653.9,330.6
245101206003013,1864.1,2319.0,723.2,316.8
245101206003014,1694.1,2097.5,781.8,202.0
245101206003015,1633.4,2036.8,730.5,141.3
245101206003016,1598.9,2071.5,765.2,51.6
245101206003020,1521.9,1921.4,871.2,378.1
245101206003022,1428.7,2140.4,854.9,284.9
245101207001002,1645.5,1823.1,1225.7,1342.2
245101207001004,1865.5,2141.6,1469.7,1151.5
245101207001005,1726.3,1928.9,1035.7,1268.7
245101207001006,1632.6,1810.2,1212.8,1318.3
245101207001007,1871.5,2147.6,1479.1,1160.8
245101207001008,1878.2,2154.2,1485.7,1167.5
245101207001009,1788.0,2064.0,1444.0,1128.2
245101207001010,1775.8,2051.8,1395.2,1077.0
245101207001011,1798.6,2074.7,1108.1,1341.1
245101207001012,1818.4,2094.4,1127.8,1362.5
245101207001013,1088.2,1402.3,1201.5,784.9
245101207001014,1788.0,2064.0,1392.2,1074.0
245101207001015,1756.3,1934.0,1130.7,1363.8
245101207002000,1467.3,1743.3,882.2,1039.0
245101207002001,1460.0,1736.0,874.9,1031.7
245101207002002,1489.5,1765.5,798.9,956.4
245101207002003,1604.7,1880.7,1208.9,890.6
245101207002004,1642.1,1918.2,1246.3,928.1
245101207002005,2306.1,2146.9,1717.7,1592.1
245101207002006,2282.6,2123.4,1694.2,1568.5
245101207002011,1348.3,1624.4,609.0,768.6
245101207002012,1530.8,1806.8,945.7,1102.5
245101207002013,1597.3,1873.3,1091.3,773.0
245101207002014,1635.8,1911.8,1240.0,921.7
245101207002015,1662.5,1938.5,1266.7,948.4
245101207002016,1685.2,1961.2,1289.4,971.2
245101207002017,1750.1,2026.1,1354.3,1036.0
245101207003000,1544.8,1820.8,674.1,767.8
245101207003001,1865.6,2141.6,986.5,668.2
245101207003002,1807.2,2083.2,1008.2,689.9
245101207003003,1784.0,2060.0,1388.2,1070.0
245101207003004,1872.2,2148.2,1059.7,741.5
245101207003005,1872.2,2148.2,1476.4,1158.1
245101207003008,2151.3,2621.3,1346.0,720.9
245101207003035,1739.5,2376.2,1068.6,309.0
245101207003036,2160.6,2457.6,1184.1,730.2
